,Level_1,Level_2,Level_3,Level_4,Level_5,MN2P2.1,MN2P2.2,MN2P2.3,MN2P2.4,N0P0.1,N0P0.2,N0P0.3,N0P0.4,N2P2.1,N2P2.2,N2P2.3,N2P2.4,RS.MN2P2.1,RS.MN2P2.2,RS.MN2P2.3,RS.MN2P2.4,RSN0P0.1,RSN0P0.2,RSN0P0.3,RSN0P0.4,RS.N2P2.1,RS.N2P2.2,RS.N2P2.3,RS.N2P2.4
kegg9448,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99977 Transport,"K03310 alanine or glycine:cation symporter, AGCS family",K03310,2,2,2,1,0,1,1,1,2,3,2,0,3,2,2,4,1,1,2,2,2,1,2,2
kegg9449,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99977 Transport,"K03316 monovalent cation:H+ antiporter, CPA1 family",K03316,4,4,6,5,4,2,3,4,6,4,5,2,2,4,5,2,3,3,3,5,2,4,4,3
kegg9450,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99977 Transport,"K03317 concentrative nucleoside transporter, CNT family",K03317,1,2,2,5,3,1,1,1,2,3,1,2,2,2,3,2,3,2,1,1,1,0,3,2
kegg9451,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99977 Transport,"K03319 divalent anion:Na+ symporter, DASS family",K03319,0,0,0,1,0,0,0,2,1,0,0,1,0,1,2,0,1,1,0,2,0,0,0,0
kegg9452,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99977 Transport,"K03453 bile acid:Na+ symporter, BASS family",K03453,5,5,4,5,6,3,4,4,5,6,4,5,4,4,6,5,9,6,3,5,4,7,8,6
kegg9453,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99977 Transport,"K03455 monovalent cation:H+ antiporter-2, CPA2 family",K03455,20,27,24,26,27,18,25,25,29,21,31,21,35,33,21,34,22,30,26,32,34,35,31,34
kegg9454,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99977 Transport,"K03457 nucleobase:cation symporter-1, NCS1 family",K03457,6,8,4,11,4,4,4,4,4,5,5,8,6,10,6,6,9,3,6,4,7,9,7,5
kegg9455,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99977 Transport,"K03458 nucleobase:cation symporter-2, NCS2 family",K03458,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
kegg9456,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99977 Transport,K07085 putative transport protein,K07085,9,7,5,8,12,10,7,7,6,5,7,7,4,4,4,8,9,7,7,4,4,5,7,6
kegg9457,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99977 Transport,K21990 formate-nitrite transporter family protein,K21990,2,1,1,1,0,1,1,1,2,1,1,2,0,1,1,0,0,1,2,1,3,1,0,1
kegg9458,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99977 Transport,K23886 CDGSH iron-sulfur domain-containing protein 3,K23886,2,1,3,1,2,1,1,2,1,1,2,1,1,2,3,2,3,2,1,1,2,1,1,3
kegg9459,Not Included in Pathway or Brite,-,Unclassified: signaling and cellular processes,ko99978 Cell growth,ko99978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kegg9460,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06190 intracellular septation protein,K06190,2,1,2,1,3,1,3,1,2,2,3,1,5,2,3,2,6,5,3,3,2,6,3,3
kegg9461,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06287 septum formation protein,K06287,8,7,8,7,9,7,11,7,13,10,8,8,14,15,9,10,13,12,9,9,12,10,12,9
kegg9462,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06298 germination protein M,K06298,1,1,2,2,1,2,2,2,2,2,1,4,0,2,1,1,0,2,3,2,1,2,1,1
kegg9463,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06305 spore germination protein Q,K06305,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
kegg9464,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06320 spore maturation protein CgeB,K06320,3,2,3,2,4,4,4,6,2,3,3,2,1,1,3,3,2,2,3,3,3,1,1,2
kegg9465,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06330 spore coat protein H,K06330,0,1,0,0,1,0,1,0,0,0,0,1,3,2,2,1,1,1,1,1,0,1,1,1
kegg9466,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06346 spoIIIJ-associated protein,K06346,4,3,3,3,3,6,5,3,5,5,5,4,2,5,1,1,2,5,7,3,4,2,4,0
kegg9467,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06350 antagonist of KipI,K06350,2,3,2,3,1,3,2,1,2,1,3,1,2,1,2,1,4,2,1,2,2,3,2,2
kegg9468,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06351 inhibitor of KinA,K06351,2,2,2,1,1,1,1,2,0,2,1,1,1,2,1,2,0,2,1,2,3,1,2,2
kegg9469,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06373 spore maturation protein A,K06373,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
kegg9470,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06377 sporulation-control protein,K06377,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0,1,1,0,0,0,1
kegg9471,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06378 stage II sporulation protein AA (anti-sigma F factor antagonist),K06378,1,1,2,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1
kegg9472,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06381 stage II sporulation protein D,K06381,0,1,0,1,0,1,1,2,2,2,4,0,0,1,2,1,1,0,1,1,0,2,1,0
kegg9473,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06384 stage II sporulation protein M,K06384,0,1,0,1,2,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0
kegg9474,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06400 site-specific DNA recombinase,K06400,49,51,44,40,60,65,65,60,44,42,42,43,29,28,39,33,31,46,41,45,33,40,32,26
kegg9475,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06412 stage V sporulation protein G,K06412,2,1,2,1,1,0,1,1,1,1,1,2,0,1,2,1,1,0,1,1,1,1,1,1
kegg9476,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06413 stage V sporulation protein K,K06413,0,1,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0
kegg9477,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K06415 stage V sporulation protein R,K06415,3,5,7,5,5,5,4,5,4,5,6,2,4,4,8,5,3,4,7,6,3,7,8,7
kegg9478,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K07257 spore coat polysaccharide biosynthesis protein SpsF,K07257,0,1,3,1,1,0,1,1,0,1,1,1,1,2,1,1,1,0,1,1,0,0,2,1
kegg9479,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K07321 CO dehydrogenase maturation factor,K07321,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0
kegg9480,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K07322 regulator of cell morphogenesis and NO signaling,K07322,0,1,0,0,1,1,1,1,1,1,1,1,1,2,0,3,2,1,1,2,1,1,1,1
kegg9481,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99978 Cell growth,K22719 murein hydrolase activator,K22719,1,2,1,2,1,3,2,1,2,0,3,3,7,3,6,2,4,3,4,4,3,2,4,6
kegg9482,Not Included in Pathway or Brite,-,Unclassified: signaling and cellular processes,ko99993 Cell motility,ko99993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kegg9483,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99993 Cell motility,K07337 penicillin-binding protein activator,K07337,3,1,1,2,3,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,0,2,2,2
kegg9484,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99993 Cell motility,K07343 DNA transformation protein and related proteins,K07343,2,2,1,2,1,3,1,1,1,3,1,2,3,2,2,2,3,2,1,1,3,1,3,1
kegg9485,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99993 Cell motility,K08086 pilus assembly protein FimV,K08086,0,1,1,2,1,1,0,1,1,2,2,1,8,3,1,2,1,3,1,4,3,1,8,2
kegg9486,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99993 Cell motility,K15540 chaperone protein EcpD,K15540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
kegg9487,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99993 Cell motility,K24105 mutual gliding-motility protein MglA,K24105,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0
kegg9488,Not Included in Pathway or Brite,-,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,ko99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kegg9489,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K03607 ProP effector,K03607,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,2
kegg9490,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K05795 tellurium resistance protein TerD,K05795,0,0,0,1,0,0,1,0,1,1,0,0,4,1,2,0,0,1,0,0,0,1,1,1
kegg9491,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K06149 universal stress protein A,K06149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
kegg9492,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K06200 carbon starvation protein,K06200,7,5,3,5,3,7,7,6,7,6,6,6,5,11,8,5,7,8,6,6,5,5,8,6
kegg9493,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K06207 GTP-binding protein,K06207,11,8,8,10,9,13,7,10,12,12,11,13,18,12,11,13,12,16,8,13,16,10,15,13
kegg9494,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K06217 phosphate starvation-inducible protein PhoH and related proteins,K06217,9,10,7,6,6,7,10,7,11,8,8,9,14,10,9,7,10,7,12,9,10,9,11,13
kegg9495,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K06875 programmed cell death protein 5,K06875,2,1,2,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,2,1
kegg9496,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K07167 putative transcriptional regulator,K07167,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,1,1
kegg9497,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K07168 CBS domain-containing membrane protein,K07168,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,3,1,0,2,1,1,3,2
kegg9498,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K07169 FHA domain-containing protein,K07169,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,2,1,1,1,0,1,3,1
kegg9499,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K07175 PhoH-like ATPase,K07175,4,3,2,7,2,4,3,2,3,6,5,5,5,5,5,8,7,5,6,4,6,2,8,4
kegg9500,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K07176 putative serine/threonine protein kinase,K07176,2,2,3,1,2,2,2,2,2,3,3,2,0,3,1,3,1,2,3,3,3,3,2,2
kegg9501,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K07180 serine protein kinase,K07180,8,8,12,5,9,7,9,7,7,8,6,5,15,10,10,12,6,11,7,10,8,9,10,9
kegg9502,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K07182 CBS domain-containing protein,K07182,10,10,13,11,11,12,12,14,9,11,9,6,5,6,9,13,4,9,11,10,10,9,7,11
kegg9503,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K08481 circadian clock protein KaiB,K08481,5,4,8,7,3,2,3,4,3,2,1,3,2,5,4,3,1,3,4,2,3,4,2,5
kegg9504,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K08482 circadian clock protein KaiC,K08482,13,14,15,15,18,12,17,18,14,10,14,13,14,15,13,16,6,14,15,9,13,13,14,12
kegg9505,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K09767 cyclic-di-GMP-binding protein,K09767,4,6,3,5,6,3,6,5,3,5,5,4,4,6,6,7,9,7,5,4,9,6,8,5
kegg9506,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K14055 universal stress protein E,K14055,2,0,1,0,0,1,0,0,2,1,0,0,2,1,0,1,1,1,1,1,1,0,1,3
kegg9507,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K14061 universal stress protein F,K14061,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,3,2,1,2
kegg9508,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K19519 transforming growth factor-beta-induced protein,K19519,1,1,2,1,2,0,1,1,2,1,1,0,0,0,2,1,0,0,1,0,1,0,1,0
kegg9509,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99995 Signaling proteins,K22747 apoptosis-inducing factor 3,K22747,3,2,1,1,2,1,1,1,1,1,1,2,4,1,1,1,1,0,1,1,2,2,1,1
kegg9510,Not Included in Pathway or Brite,-,Unclassified: signaling and cellular processes,ko99992 Structural proteins,ko99992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kegg9511,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K01993 HlyD family secretion protein,K01993,5,6,5,9,10,7,8,9,7,7,9,7,6,7,12,10,11,8,5,7,9,9,8,8
kegg9512,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K02005 HlyD family secretion protein,K02005,21,15,13,16,15,17,20,18,14,15,16,17,25,23,29,22,18,23,21,23,21,16,23,25
kegg9513,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K02022 HlyD family secretion protein,K02022,5,4,4,3,3,2,3,2,3,2,3,1,6,5,5,3,2,4,2,4,4,4,5,4
kegg9514,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K02197 cytochrome c-type biogenesis protein CcmE,K02197,5,5,5,3,8,4,4,4,3,6,6,6,9,6,4,5,6,6,4,6,7,7,6,4
kegg9515,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K02200 cytochrome c-type biogenesis protein CcmH,K02200,9,9,9,5,9,8,8,10,9,11,10,10,13,9,16,8,10,11,4,9,16,9,10,12
kegg9516,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K02494 outer membrane lipoprotein LolB,K02494,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,1,2,1,0,1,1,2,2,2
kegg9517,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K03634 outer membrane lipoprotein carrier protein,K03634,1,1,1,4,2,2,3,1,2,1,1,1,3,4,3,3,4,2,1,1,3,2,4,2
kegg9518,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K03642 rare lipoprotein A,K03642,11,8,11,11,7,15,12,7,9,11,13,12,10,10,10,13,14,12,14,15,14,11,13,13
kegg9519,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K04062 osmotically inducible lipoprotein OsmB,K04062,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1
kegg9520,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K04754 phospholipid-binding lipoprotein MlaA,K04754,6,5,3,5,5,4,4,4,4,3,3,4,7,7,4,5,3,5,4,4,4,8,5,4
kegg9521,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K06077 outer membrane lipoprotein SlyB,K06077,1,2,2,2,2,0,0,1,2,1,1,1,4,3,2,3,1,3,2,3,1,2,2,3
kegg9522,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K06142 outer membrane protein,K06142,5,3,8,7,3,5,4,8,6,3,4,6,8,5,8,8,11,5,9,8,5,5,7,10
kegg9523,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K06143 inner membrane protein,K06143,0,2,0,0,0,1,0,1,1,2,1,1,2,4,4,3,2,3,1,2,3,5,6,2
kegg9524,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K06194 lipoprotein NlpD,K06194,2,1,1,1,1,1,2,1,3,1,2,3,2,3,2,2,4,2,1,3,3,3,3,2
kegg9525,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K07265 capsular polysaccharide export protein,K07265,1,2,1,2,0,0,0,0,1,1,1,1,3,0,3,1,1,2,0,1,1,1,1,1
kegg9526,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K07266 capsular polysaccharide export protein,K07266,1,1,0,1,0,0,0,0,0,1,1,1,1,0,2,1,0,0,1,2,0,1,1,2
kegg9527,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K07273 lysozyme,K07273,1,1,2,1,0,2,1,4,2,0,1,1,2,2,4,3,6,4,2,3,4,4,4,6
kegg9528,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K07275 outer membrane protein,K07275,1,1,0,1,0,2,1,1,2,2,2,1,6,5,2,4,3,3,3,4,4,2,6,4
kegg9529,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K07280 outer membrane protein,K07280,1,1,0,1,0,0,0,0,2,1,3,1,3,1,2,1,0,1,1,2,1,2,1,1
kegg9530,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K07283 putative salt-induced outer membrane protein,K07283,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,1,1,2,0,1,3,1,2,3
kegg9531,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K07285 outer membrane lipoprotein,K07285,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,0,1,1,1,1,2,1,2
kegg9532,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K07289 AsmA protein,K07289,5,7,8,8,5,4,6,9,7,6,6,8,7,5,6,8,8,7,9,5,8,8,5,7
kegg9533,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K07290 AsmA family protein,K07290,5,7,3,7,7,4,2,7,3,5,7,4,10,11,7,11,7,5,7,4,4,6,6,6
kegg9534,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K07340 inner membrane protein,K07340,3,3,2,5,4,4,2,5,3,3,2,4,6,5,6,3,3,2,3,4,3,3,4,6
kegg9535,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K09153 small membrane protein,K09153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kegg9536,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K11744 AI-2 transport protein TqsA,K11744,5,6,4,5,7,5,11,7,5,4,5,7,1,3,3,2,6,6,5,5,2,6,4,4
kegg9537,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K13662 putative polymerase,K13662,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
kegg9538,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K15539 cytoskeleton protein RodZ,K15539,7,5,6,6,3,6,5,4,5,4,3,5,5,5,4,5,4,7,5,5,4,8,7,6
kegg9539,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K21571 starch-binding outer membrane protein SusE/F,K21571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,1,0,1,1
kegg9540,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K21908 membrane protein HdeD,K21908,1,2,1,1,2,0,1,1,1,1,1,2,1,2,3,1,1,1,1,1,2,1,1,1
kegg9541,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K22116 gamma-polyglutamate biosynthesis protein CapC,K22116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
kegg9542,Not Included in Pathway or Brite,Unclassified: signaling and cellular processes,ko99992 Structural proteins,K23262 gas vesicle structural protein,K23262,1,1,2,2,1,2,1,1,0,1,1,3,0,1,0,1,0,1,1,0,1,0,0,1
